assay_description,canonical_smiles,document_journal,document_year,molecule_chembl_id,record_id,target_organism,units,value
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CSc1ccccc1C(=O)Nc1nc(-c2ccccn2)cs1,,,CHEMBL591637,1640642,Leishmania infantum,uM,0.33647504448890686
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,c1ccc(CNc2nc(Nc3ccccc3)nc3ccccc23)cc1,,,CHEMBL597248,1640647,Leishmania infantum,uM,0.7071067690849304
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CN1CCN(c2ccc(Nc3c4ccccc4nc4ccccc34)cc2)CC1,,,CHEMBL106525,1640648,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1cc(NCCN2CCCCC2)c2ccc3ccccc3c2n1,,,CHEMBL494669,1640650,Leishmania infantum,uM,0.8408964276313782
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCN(CC)CCNc1ccnc2cc3ccccc3cc12.O=P(O)(O)O,,,CHEMBL577874,1640653,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1cc(Nc2cccc(F)c2)nc(NCc2ccccc2)n1,,,CHEMBL579105,1640655,Leishmania infantum,uM,2.5733296871185303
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,c1ccc2c(NCCc3c[nH]c4ccccc34)c3ccccc3nc2c1,,,CHEMBL585622,1640661,Leishmania infantum,uM,1.1892070770263672
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCOc1ccc2nc(C)cc(Nc3ccc(Br)cc3)c2c1,,,CHEMBL601122,1640662,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CN(C)CCNc1cc(-c2ccccc2)nc2ccccc12,,,CHEMBL49055,1640666,Leishmania infantum,uM,6.34960412979126
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CC(C)CCNCC(O)Cn1c2ccccc2c2ccccc21.Cl,,,CHEMBL584235,1640671,Leishmania infantum,uM,4.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(Nc2cc(C)nc(NCc3ccccc3)n2)cc1,,,CHEMBL578294,1640673,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCOc1ccc2nc(C)cc(Nc3ccc(N(C)C)cc3)c2c1.Cl,,,CHEMBL578030,1640679,Leishmania infantum,uM,4.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCOc1ccc(CN2CCN(CC(O)COc3ccc(OCC(O)CN4CCN(Cc5ccc(OCC)cc5)CC4)cc3)CC2)cc1,,,CHEMBL533855,1640681,Leishmania infantum,uM,2.5198421478271484
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,OC1=C2C(=Nc3ccccc3SC2c2ccc(Br)cc2)c2ccccc21,,,CHEMBL601378,1640684,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Brc1ccc(Nc2nc3ccccc3nc2Nc2ccc(Br)cc2)cc1,,,CHEMBL537778,1640689,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(-c2nc3cc(Cc4ccc5[nH]c(-c6ccc(OC)cc6)nc5c4)ccc3[nH]2)cc1,,,CHEMBL596852,1640696,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C)cc1,,,CHEMBL584015,1640705,Leishmania infantum,uM,0.8464481830596924
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCCCc1c(CCC)c(=N)c2ccccc2n1C.I,,,CHEMBL609628,1640710,Leishmania infantum,uM,6.34960412979126
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,,,CHEMBL528533,1640714,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1ccc(Nc2nc(-c3ccccn3)cs2)cc1,,,CHEMBL470514,1640717,Leishmania infantum,uM,5.38360071182251
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(C2C(C(=O)Nc3cccc(OC)c3)c3ccccc3C(=O)N2C2CCCCC2)cc1,,,CHEMBL584655,1640729,Leishmania infantum,uM,6.34960412979126
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,O=C1c2ccc3c4c(ccc(c24)C(=O)N1CCCCO)C(=O)N(CCCCO)C3=O,,,CHEMBL581225,1640736,Leishmania infantum,uM,1.0142463445663452
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COC(=O)c1ccc(C2C3=C(O)CC(c4ccc(F)cc4)CC3=Nc3ccccc3N2C(=O)c2ccccc2)cc1,,,CHEMBL530308,1640745,Leishmania infantum,uM,1.587401032447815
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1ccc(Nc2nc(N)c3ccccc3n2)cc1Cl,,,CHEMBL587892,1640746,Leishmania infantum,uM,4.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Nc1ccc(-c2nc3cc(Oc4ccc(Oc5ccc6[nH]c(-c7ccc(N)cc7)nc6c5)cc4)ccc3[nH]2)cc1,,,CHEMBL582072,1640751,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1cccc(Nc2nc(NCCO)c3ccccc3n2)c1.Cl,,,CHEMBL525826,1640752,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COCCNCC(O)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21,,,CHEMBL527730,1640754,Leishmania infantum,uM,2.9719886779785156
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCN1CCN(c2cc(C)c3cc(NC(=O)c4ccc(OC)c(OC)c4)ccc3n2)CC1,,,CHEMBL547269,1640757,Leishmania infantum,uM,6.34960412979126
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1cccc(Nc2nc(N)c3ccccc3n2)c1.Cl,,,CHEMBL580580,1640758,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCC1(C)CC(CCNCc2ccccc2O)(c2ccc(C)cc2)CCO1,,,CHEMBL535730,1640767,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cl.c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,,,CHEMBL534319,1640768,Leishmania infantum,uM,1.0142463445663452
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(C2NCCc3c2[nH]c2ccccc32)cc1CN1CCN(c2ccc(F)cc2)CC1.Cl,,,CHEMBL580516,1640771,Leishmania infantum,uM,1.1892070770263672
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1ccc(Cl)cc1N1CCN(CCCNC(=O)C2CCN(c3nc4ccccc4[nH]3)CC2)CC1,,,CHEMBL547825,1640775,Leishmania infantum,uM,4.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1cc(C)c2nc(N3CCC(C(=O)NCCCN4CCC(N5CCCCC5)CC4)CC3)sc2c1,,,CHEMBL588501,1640778,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(C(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1,,,CHEMBL546799,1640780,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cl.Clc1cc(Br)ccc1-c1ccc(CNCC2CCNCC2)o1,,,CHEMBL582767,1640781,Leishmania infantum,uM,1.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,O=C(NCCCN1CCC(N2CCCCC2)CC1)C1=Cc2cc(Br)ccc2OC1,,,CHEMBL546531,1640782,Leishmania infantum,uM,4.028104305267334
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1cc(N(C)C)nc(Nc2ccc(NC(=O)Nc3ccccc3)cc2)n1,,,CHEMBL582547,1640783,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CN(C)CCCNCc1ccc(-c2ccc(F)c(Cl)c2)o1.Cl,,,CHEMBL530531,1640788,Leishmania infantum,uM,4.148620128631592
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,,,CHEMBL525486,1640789,Leishmania infantum,uM,6.34960412979126
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CC1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,,,CHEMBL588855,1640790,Leishmania infantum,uM,3.0068132877349854
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1cc2c(cc1OC)C1=NNC(=O)C1=NC(C)(C)C2,,,CHEMBL600132,1640805,Leishmania infantum,uM,4.028104305267334
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccccc1NC1=C(N2CCCCC2)C(=O)c2ccccc2C1=O,,,CHEMBL586031,1640806,Leishmania infantum,uM,3.0068132877349854
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCn1nc(-c2ccc(C(=O)OC)cc2)nc2c(=O)n(C)c(=O)nc1-2,,,CHEMBL2028043,1640814,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(-c2nc(N3CCN(C(=O)C4CCCCC4)CC3)c3c4c(sc3n2)CCCC4)cc1,,,CHEMBL2028041,1640815,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1cc(N2CCCC2)nc(Nc2ccc(NC(=O)CCc3ccccc3)cc2)n1,,,CHEMBL2028050,1640824,Leishmania infantum,uM,1.1892070770263672
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,N=c1n(CCN2CCCCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1,,,CHEMBL1616787,1640837,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CC(C)(C)CC(C)(C)NCC(O)COc1ccc(Cl)cc1Cl,,,CHEMBL2028063,1640843,Leishmania infantum,uM,6.34960412979126
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1cccc(-n2ncc3c(O)nc(-n4nc(C)cc4NC(=O)c4cc5ccccc5o4)nc32)c1,,,CHEMBL2028064,1640845,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc2cccc(C(F)(F)F)c2)c1,,,CHEMBL528437,1640854,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,,,CHEMBL548374,1640856,Leishmania infantum,uM,4.756828308105469
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Oc1c(C(Nc2ccccn2)c2cccc(Oc3ccccc3)c2)ccc2cccnc12,,,CHEMBL586033,1640868,Leishmania infantum,uM,1.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CC(C)(C)CC(C)(C)NCC(O)COc1ccc2c(c1)CCC2.Cl,,,CHEMBL590919,1640869,Leishmania infantum,uM,4.756828308105469
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2,,,CHEMBL602580,1640874,Leishmania infantum,uM,3.0068132877349854
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,,,CHEMBL534283,1640883,Leishmania infantum,uM,2.9719886779785156
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1cccc(NC(=O)[C@H](C(C)C)n2c(=O)[nH]c3ccccc3c2=O)c1,,,CHEMBL530223,1640887,Leishmania infantum,uM,5.656854152679443
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,OC(CNC1CCCCC1)Cn1c2ccc(I)cc2c2cc(I)ccc21,,,CHEMBL588481,1640890,Leishmania infantum,uM,1.587401032447815
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cl.N=c1n(CCN2CCCCC2)c2ccccc2n1CC(O)c1cccc(Br)c1,,,CHEMBL525106,1640903,Leishmania infantum,uM,4.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,O=C(Nc1nc(-c2ccccn2)cs1)c1ccccc1Br,,,CHEMBL591362,1640907,Leishmania infantum,uM,1.587401032447815
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,,,CHEMBL592105,1640922,Leishmania infantum,uM,0.125
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,CCN(CC)CCCNc1nc(-c2ccc(Cl)cc2)nc2ccccc12,,,CHEMBL602312,1640930,Leishmania infantum,uM,4.0
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,O=C(Cc1ccccc1)NC(c1ccc(Cl)cc1)c1c(O)ccc2ccccc12,,,CHEMBL592125,1640933,Leishmania infantum,uM,4.756828308105469
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,OC1CCCCC1C1(NC(=S)Nc2ccccc2)CCCCC1,,,CHEMBL601325,1640936,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,c1ccc(Cn2c(N=Nc3c(Nc4ccccc4)ccc4ccccc34)nc3ccccc32)cc1,,,CHEMBL605751,1640943,Leishmania infantum,uM,3.0068132877349854
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(C(=O)NC(c2ccc(Cl)cc2Cl)c2cc(Cl)c3cccnc3c2O)cc1,,,CHEMBL533598,1640946,Leishmania infantum,uM,4.756828308105469
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(CNC2CCN(c3ccc(NC(=O)c4cccc(Cl)c4)cc3)CC2)cc1OC,,,CHEMBL548901,1640951,Leishmania infantum,uM,6.34960412979126
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1,,,CHEMBL583555,1640957,Leishmania infantum,uM,4.320239067077637
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,O=c1nc(C=Cc2ccc(Br)cc2)oc2ccccc12,,,CHEMBL530978,1640976,Leishmania infantum,uM,4.056985378265381
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCn4ccnc4)c(=N)c32)cc1OC,,,CHEMBL2028067,1640992,Leishmania infantum,uM,5.38360071182251
MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCN(C)C)c(=N)c32)cc1,,,CHEMBL1437888,1640993,Leishmania infantum,uM,1.0142463445663452
Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 after 72 hrs by MTT assay,CC(=O)Nc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1,Bioorg Med Chem Lett,2012.0,CHEMBL2030641,1642545,Leishmania donovani,uM,2.16
Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 after 72 hrs by MTT assay,O=C(Nc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1)c1ccc2ccccc2c1,Bioorg Med Chem Lett,2012.0,CHEMBL2030642,1642546,Leishmania donovani,uM,8.84
Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 after 72 hrs by MTT assay,O=C(Nc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1)c1ccco1,Bioorg Med Chem Lett,2012.0,CHEMBL2030646,1642551,Leishmania donovani,uM,6.38
Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 after 72 hrs by MTT assay,O=C(Nc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1)c1ccccc1,Bioorg Med Chem Lett,2012.0,CHEMBL2030647,1642552,Leishmania donovani,uM,9.68
Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 after 72 hrs by MTT assay,O=C(/C=C/c1ccccc1)Nc1ccc(-c2nccc3c2[nH]c2ccccc23)cc1,Bioorg Med Chem Lett,2012.0,CHEMBL2030655,1642560,Leishmania donovani,uM,7.7
Antileishmanial activity against Leishmania donovani MHOM/ET/67/HU3 after 72 hrs by MTT assay,N#Cc1ccc(C(=O)Nc2ccc(-c3nccc4c3[nH]c3ccccc34)cc2)cc1,Bioorg Med Chem Lett,2012.0,CHEMBL2030658,1642563,Leishmania donovani,uM,5.31
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,O=[N+]([O-])c1cccc2nc(C(Cl)(Cl)Cl)ccc12,Eur J Med Chem,2012.0,CHEMBL2042559,1650271,Leishmania donovani,uM,4.6
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,O=[N+]([O-])c1cccc2ccc(CCl)nc12,Eur J Med Chem,2012.0,CHEMBL2042560,1650273,Leishmania donovani,uM,7.2
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,CC/C=C/c1ccc2cccc([N+](=O)[O-])c2n1,Eur J Med Chem,2012.0,CHEMBL2042564,1650277,Leishmania donovani,uM,6.7
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,CCC/C=C/c1ccc2cccc([N+](=O)[O-])c2n1,Eur J Med Chem,2012.0,CHEMBL2042565,1650278,Leishmania donovani,uM,7.0
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,O=[N+]([O-])c1cccc2ccc(C(Br)(Br)Br)nc12,Eur J Med Chem,2012.0,CHEMBL2042567,1650280,Leishmania donovani,uM,0.9
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,O=[N+]([O-])c1ccc2nc(C(Cl)(Cl)Cl)ccc2c1,Eur J Med Chem,2012.0,CHEMBL2042568,1650283,Leishmania donovani,uM,1.2
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,O=[N+]([O-])c1cccc2ccc(O)nc12,Eur J Med Chem,2012.0,CHEMBL2042573,1650288,Leishmania donovani,uM,6.6
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Eur J Med Chem,2012.0,CHEMBL267345,1650306,Leishmania donovani,uM,0.1
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Eur J Med Chem,2012.0,CHEMBL55,1650307,Leishmania donovani,uM,6.0
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Eur J Med Chem,2012.0,CHEMBL125,1650308,Leishmania donovani,uM,3.1
Antileishmanial activity against Leishmania infantum MCAN/ES/98/LLM-877 promastigotes after 72 hrs by MTT assay,O=[N+]([O-])c1cccc2ccc(O)nc12,Eur J Med Chem,2012.0,CHEMBL2042573,1650288,Leishmania infantum,uM,7.6
Antileishmanial activity against Leishmania infantum MCAN/ES/98/LLM-877 promastigotes after 72 hrs by MTT assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Eur J Med Chem,2012.0,CHEMBL267345,1650306,Leishmania infantum,uM,0.05
Antileishmanial activity against Leishmania infantum MCAN/ES/98/LLM-877 promastigotes after 72 hrs by MTT assay,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Eur J Med Chem,2012.0,CHEMBL55,1650307,Leishmania infantum,uM,8.2
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI amastigotes infected in mouse J774A.1 cells after 120 hrs by Giemsa staining-based microscopic analysis,O=[N+]([O-])c1cccc2ccc(O)nc12,Eur J Med Chem,2012.0,CHEMBL2042573,1650288,Leishmania donovani,uM,6.5
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI amastigotes infected in mouse J774A.1 cells after 120 hrs by Giemsa staining-based microscopic analysis,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Eur J Med Chem,2012.0,CHEMBL267345,1650306,Leishmania donovani,uM,0.2
Antileishmanial activity against Leishmania donovani MHOM/IN/00/DEVI amastigotes infected in mouse J774A.1 cells after 120 hrs by Giemsa staining-based microscopic analysis,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Eur J Med Chem,2012.0,CHEMBL125,1650308,Leishmania donovani,uM,6.8
Antileishmanial activity against Leishmania donovani promastigotes,COc1c(C[C@@H](C)O)c2c3c(C[C@@H](C)O)c(OC)c(=O)c4c(O)cc5c(c6c(cc(O)c(c1=O)c62)OCO5)c43,J Nat Prod,2012.0,CHEMBL2047182,1652205,Leishmania donovani,uM,1.14
Antileishmanial activity against Leishmania donovani promastigotes,COc1c(C[C@@H](C)OC(C)=O)c2c3c(C[C@@H](C)O)c(OC)c(=O)c4c(O)cc5c(c6c(cc(O)c(c1=O)c62)OCO5)c43,J Nat Prod,2012.0,CHEMBL2047183,1652206,Leishmania donovani,uM,1.7
Antileishmanial activity against Leishmania donovani promastigotes,COc1c(C[C@@H](C)OC(C)=O)c2c3c(C[C@@H](C)OC(C)=O)c(OC)c(=O)c4c(O)cc5c(c6c(cc(O)c(c1=O)c62)OCO5)c43,J Nat Prod,2012.0,CHEMBL2047184,1652207,Leishmania donovani,uM,3.1
Antileishmanial activity against Leishmania donovani promastigotes,CC[C@@H](C)[C@H]1O[C@@H](c2c(O)c(-c3ccccc3)cn(O)c2=O)[C@H](C)C[C@@H]1C,J Nat Prod,2012.0,CHEMBL1172612,1652208,Leishmania donovani,uM,0.11
Antileishmanial activity against Leishmania donovani promastigotes,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,J Nat Prod,2012.0,CHEMBL55,1652212,Leishmania donovani,uM,2.9
Antileishmanial activity against Leishmania donovani promastigotes,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,J Nat Prod,2012.0,CHEMBL267345,1652213,Leishmania donovani,uM,0.18
Antileishmanial activity against axenic amastigotes of Leishmania donovani LEM-138 (MHOM/IN/00/DEVI) by MTT assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,ACS Med Chem Lett,2012.0,CHEMBL267345,1652382,Leishmania donovani,uM,0.061
Antileishmanial activity against promastigotes of Leishmania donovani LEM-138 (MHOM/IN/00/DEVI) by MTT assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,ACS Med Chem Lett,2012.0,CHEMBL267345,1652382,Leishmania donovani,uM,0.465
Antileishmanial activity against intracellular Leishmania donovani,CC(C)Oc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(NC(=N)c2ccccn2)cc1OC(C)C.Cl.Cl,Eur J Med Chem,2012.0,CHEMBL3216564,1658330,Leishmania donovani,uM,0.025
Antileishmanial activity against intracellular Leishmania donovani,Cl.Cl.N=C(Nc1ccc(Oc2ccc(NC(=N)c3ccccn3)cc2)cc1)c1ccccn1,Eur J Med Chem,2012.0,CHEMBL3217216,1658329,Leishmania donovani,uM,0.028
Antileishmanial activity against intracellular Leishmania donovani,Cl.Cl.N=C(Nc1ccc(-c2ccc(NC(=N)c3ccccn3)cc2)cc1)c1ccccn1,Eur J Med Chem,2012.0,CHEMBL3217009,1658327,Leishmania donovani,uM,0.079
Antileishmanial activity against intracellular Leishmania donovani,CC(C)Oc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OC(C)C)o1,Eur J Med Chem,2012.0,CHEMBL1275764,1658323,Leishmania donovani,uM,0.036
